run,env,design,seed,trainable_parameters,val_pred_loss,clean_mse_pre,clean_mse_blackout_transition,clean_mse_deep_blackout,clean_mse_first_post,clean_mse_recovery,clean_mse_late_post,clean_mse_all,clean_mse_first_post_ablated,clean_input_mse_first_post,last_visible_mse_first_post,constant_mse_first_post,persistence_mse_first_post,val_hier_loss,val_hier_loss_fast,val_hier_loss_medium,val_hier_loss_slow,val_hier_loss_h1,val_hier_loss_h2,val_hier_loss_h4,val_hier_loss_h8,val_hier_loss_h16,tau_fast,tau_slow,tau_fast_min,tau_fast_max,tau_medium_min,tau_medium_max,val_hier_loss_bridge,val_hier_loss_recovery,val_hier_overlap,rho_fast,rho_medium,action_head_shared_norm,action_head_fast_norm,action_head_medium_norm,action_head_cosine
lewm-dmc:ball_in_cup.catch.occ-hacssmv8_dynamic-s0,dmc:ball_in_cup.catch.occ,hacssmv8_dynamic,0,851078,0.8212267875671386,0.6122897863388062,0.8152306079864502,1.069837212562561,0.9427244067192078,0.7763424515724182,0.7163333892822266,0.7499646544456482,2.071800470352173,0.6933003067970276,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,1.0,1.0,3.7796645164489746,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv8_dynamic-s1,dmc:ball_in_cup.catch.occ,hacssmv8_dynamic,1,851078,0.8261963836352031,0.6171711683273315,0.7619190216064453,1.0766969919204712,0.947104811668396,0.7885627150535583,0.7213227152824402,0.7495679259300232,1.8716628551483154,0.6912670731544495,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,1.0,1.0,3.7931435108184814,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv8_dynamic-s2,dmc:ball_in_cup.catch.occ,hacssmv8_dynamic,2,851078,0.871184233824412,0.6191827058792114,0.7626411318778992,1.131338119506836,1.0345240831375122,0.7844003438949585,0.7186782360076904,0.7573227286338806,1.810029149055481,0.6980900168418884,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,1.0,1.0,3.804816246032715,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv8_dynamic-s3,dmc:ball_in_cup.catch.occ,hacssmv8_dynamic,3,851078,0.8483933528264364,0.6121061444282532,0.789638340473175,1.08023202419281,0.9920114874839783,0.7773177623748779,0.7214183807373047,0.7523943781852722,1.862266182899475,0.7129824757575989,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,1.0,1.0,3.836251974105835,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv8_dynamic-s4,dmc:ball_in_cup.catch.occ,hacssmv8_dynamic,4,851078,0.8353782971700032,0.6229859590530396,0.8297800421714783,1.1068909168243408,0.9687047600746155,0.7828456163406372,0.7116842269897461,0.7571450471878052,1.7562534809112549,0.7101799249649048,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,1.0,1.0,3.770033836364746,,,
lewm-dmc:ball_in_cup.catch.occ-hacssmv8_levelaction-s0,dmc:ball_in_cup.catch.occ,hacssmv8_levelaction,0,852614,0.8067797549565633,0.6079443693161011,0.7933842539787292,1.0650020837783813,0.9196161031723022,0.7642955183982849,0.712067723274231,0.7426156401634216,2.1301023960113525,0.7083359956741333,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,0.6059677004814148,0.5515691041946411,,3.6418161392211914,3.46925950050354,0.7320268154144287
lewm-dmc:ball_in_cup.catch.occ-hacssmv8_levelaction-s1,dmc:ball_in_cup.catch.occ,hacssmv8_levelaction,1,852614,0.8092456110318502,0.6112030148506165,0.7490612864494324,1.0301367044448853,0.9181687235832214,0.7854728698730469,0.7184523940086365,0.7394829988479614,2.1140761375427246,0.6885921955108643,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,0.6010213494300842,0.5461612343788147,,3.589944362640381,3.420753240585327,0.738648533821106
lewm-dmc:ball_in_cup.catch.occ-hacssmv8_levelaction-s2,dmc:ball_in_cup.catch.occ,hacssmv8_levelaction,2,852614,0.8378855339686075,0.6093609929084778,0.7198152542114258,1.0470919609069824,0.9766353368759155,0.7776867151260376,0.7140449285507202,0.7372703552246094,1.8030452728271484,0.7087509632110596,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,0.6018690466880798,0.5452249646186829,,3.6198158264160156,3.3877627849578857,0.7235060334205627
lewm-dmc:ball_in_cup.catch.occ-hacssmv8_levelaction-s3,dmc:ball_in_cup.catch.occ,hacssmv8_levelaction,3,852614,0.8168819952011108,0.6072263717651367,0.761463463306427,1.0423153638839722,0.9353548288345337,0.7713584899902344,0.7180579304695129,0.7405083775520325,1.851831078529358,0.723921000957489,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,0.6048585772514343,0.5453824996948242,,3.7527942657470703,3.4016330242156982,0.7333146333694458
lewm-dmc:ball_in_cup.catch.occ-hacssmv8_levelaction-s4,dmc:ball_in_cup.catch.occ,hacssmv8_levelaction,4,852614,0.8148500903447469,0.6129597425460815,0.7760658264160156,1.0751155614852905,0.9364471435546875,0.7622159719467163,0.7071709036827087,0.7413227558135986,1.8908970355987549,0.7163493037223816,2.2903213500976562,1.2641915082931519,16.771806716918945,,,,,,,,,,2.0,8.0,,,,,,,,0.6146366000175476,0.5518926382064819,,3.7441868782043457,3.3989264965057373,0.7572345733642578
