run,env,design,seed,previous_window_mean,recent_window_mean,relative_improvement
lewm-dmc:reacher.hard.occ-hacssmv8_single-s1,dmc:reacher.hard.occ,hacssmv8_single,1,0.5784723816712698,0.5761743775208791,0.003972539092966782
lewm-dmc:reacher.hard.occ-hacssmv8_single-s2,dmc:reacher.hard.occ,hacssmv8_single,2,0.588787912607193,0.5889767729441325,-0.0003207612331972956
lewm-dmc:reacher.hard.occ-hacssmv8_static-s0,dmc:reacher.hard.occ,hacssmv8_static,0,0.5658531235059102,0.5668601659933726,-0.0017796888373134499
lewm-dmc:reacher.hard.occ-hacssmv8_static-s1,dmc:reacher.hard.occ,hacssmv8_static,1,0.555054765343666,0.5564825987418492,-0.0025724189527481043
lewm-dmc:reacher.hard.occ-hacssmv8_static-s2,dmc:reacher.hard.occ,hacssmv8_static,2,0.5727877518335979,0.5741013746261596,-0.002293384920254679
lewm-dmc:reacher.hard.occ-ssm-s0,dmc:reacher.hard.occ,ssm,0,0.5545604168176651,0.5665771852731705,-0.021668997806340694
lewm-dmc:reacher.hard.occ-ssm-s1,dmc:reacher.hard.occ,ssm,1,0.5411669348080953,0.5482192042271297,-0.0130315970275146
lewm-dmc:reacher.hard.occ-ssm-s2,dmc:reacher.hard.occ,ssm,2,0.5472013209660848,0.5501402523914973,-0.005370841247648825
lewm-ogbench:cube-single.occ-hacssmv6-s0,ogbench:cube-single.occ,hacssmv6,0,1.0539137239456178,1.0602448341051738,-0.006007237609406722
lewm-ogbench:cube-single.occ-hacssmv6-s1,ogbench:cube-single.occ,hacssmv6,1,1.0402938245137532,1.0441085152626037,-0.0036669358780761605
lewm-ogbench:cube-single.occ-hacssmv6-s2,ogbench:cube-single.occ,hacssmv6,2,1.0313107589085897,1.0343358324368794,-0.002933231814134368
lewm-ogbench:cube-single.occ-hacssmv6_static-s0,ogbench:cube-single.occ,hacssmv6_static,0,1.0565019246737162,1.062717698097229,-0.005883352673903092
lewm-ogbench:cube-single.occ-hacssmv6_static-s1,ogbench:cube-single.occ,hacssmv6_static,1,1.0498615293502807,1.0514294877052306,-0.0014934906281595902
