task,seed,design,heldout_prior_state_nmse,clean_prior_state_nmse,val_predictive_loss,deep_prior_state_nmse,encoder_mean_channel_variance,encoder_covariance_effective_rank,predictive_loss_convergence_relative_change,initial_encoder_integrator_probe_nmse
acrobot.swingup,18003,vicreg_ssm,0.4851228400387001,0.38438926696961306,0.0743607019384702,0.47171099246773884,0.38529161860731037,72.9777520350844,-0.005702638143618246,0.43721137620874767
acrobot.swingup,18003,vicreg_hacssmv8,0.5845371349291688,0.34647198674706486,0.06486480832099914,0.5682516744382657,0.3776221375400253,72.35172245281434,0.004074024783057921,0.42352144840392386
acrobot.swingup,18003,vicreg_hacssmv8_static,0.5593596950890529,0.33793313061705693,0.06896450420220693,0.5421135653444584,0.37571121548481445,72.80014908229818,0.009993355714073112,0.4207531282318949
acrobot.swingup,18003,vicreg_hacssmv8_dynamic,0.5818616730820925,0.34764666813340855,0.06259266336758931,0.5662635558569314,0.37337981829406136,72.32822429111738,0.004898762639690273,0.4210960758766183
acrobot.swingup,18003,vicreg_hacssmv8_noaction,0.5800386889320283,0.34202840683808217,0.06454959909121195,0.5639031908055158,0.3769955968664846,72.3968372767627,0.0043616342710771396,0.42466891324927436
acrobot.swingup,18003,vicreg_hacssmv8_single,0.49005094768114293,0.326195106775922,0.06566491772731145,0.4716707921828758,0.3723024650903403,72.38586686295797,0.0021007237920048255,0.41663107195225846
acrobot.swingup,18004,vicreg_none,0.724298003680488,0.3839388884344455,0.07934200664361318,0.7168118854179066,0.3345981055523079,71.86799062534116,-0.04933685354472048,0.42220116004911257
acrobot.swingup,18004,vicreg_gru,0.7646476769502574,0.45340510415924007,0.05879605213801066,0.7524945165138062,0.3689969710977148,69.04528068770654,0.02142655960103691,0.41473538078210453
acrobot.swingup,18004,vicreg_ssm,0.4907271337266768,0.34137932039022023,0.06483608186244964,0.4776297314670465,0.35658260411152554,69.50136027192193,0.0018014955338765725,0.3998191863285775
acrobot.swingup,18004,vicreg_hacssmv8,0.6049763169909769,0.3114555900988182,0.05977578063805898,0.5883593819838837,0.36552401102446175,72.01803752323227,0.006995953165073917,0.4066637480987838
acrobot.swingup,18004,vicreg_hacssmv8_static,0.6046940075405366,0.3152550216074343,0.06841899255911509,0.5857261734941621,0.37617307352006546,72.38173908258335,-0.01851245538885565,0.41142179909103743
acrobot.swingup,18004,vicreg_hacssmv8_dynamic,0.5335349117141829,0.3245416279561349,0.06310274476806323,0.5195485585160562,0.3824260148862533,72.13432174230287,0.007158317333780847,0.4021069608712165
acrobot.swingup,18004,vicreg_hacssmv8_noaction,0.5351995337893553,0.31784794900250424,0.06327236915628115,0.5195219134730464,0.37960885146506623,71.94170041443749,0.009454766222872793,0.4021646382754363
acrobot.swingup,18004,vicreg_hacssmv8_single,0.46271378946005537,0.2873988866698991,0.06532842566569647,0.44219997986956533,0.3824418697283979,72.06260165077828,-0.0057234999818042255,0.3990524395998453
acrobot.swingup,18005,vicreg_none,0.6823586052475809,0.41301455283685334,0.09096968720356623,0.6733549404750845,0.36757986469335935,75.7557055730222,-0.049920783197966306,0.4778233373234732
acrobot.swingup,18005,vicreg_gru,0.6614071065334385,0.44575721701976134,0.06723119020462036,0.6487598727105881,0.38131967099872,72.64437981632253,0.0052146019227731506,0.4450171001624806
acrobot.swingup,18005,vicreg_ssm,0.4761394595720546,0.36883312604088403,0.07099891304969788,0.46760662595086366,0.36814421385254825,72.795234331888,-0.0068836899512581965,0.4655255742747984
acrobot.swingup,18005,vicreg_hacssmv8,0.5322475276661015,0.32498379262697513,0.0625400905807813,0.5162416048477538,0.3755481373378223,72.25488082210752,0.018481709721030366,0.42961150918799573
acrobot.swingup,18005,vicreg_hacssmv8_static,0.5500076697811925,0.3037659344134709,0.06846889952818552,0.5313338038907665,0.375980378763821,73.80165786440206,0.000716214231246188,0.43580849307561015
acrobot.swingup,18005,vicreg_hacssmv8_dynamic,0.5249291892358233,0.31804051031569336,0.05962804729739825,0.5097470196467583,0.3661402793448332,72.28426150931473,0.026378658882626818,0.4232802839446992
acrobot.swingup,18005,vicreg_hacssmv8_noaction,0.5409816485142585,0.3078294663211229,0.061664622525374094,0.5251468980061029,0.3694747013210612,72.45077259479358,0.02520687326314447,0.42829845587600224
acrobot.swingup,18005,vicreg_hacssmv8_single,0.44860668283915256,0.295341085986963,0.06652401735385259,0.4317886998113394,0.38104423388231545,72.74798784768804,0.0068432384120393035,0.4346064954547826
