env,design,seed,level,tau,causal_gate_mean,visible_mean,black_mean,visible_minus_black,visible_auroc,temporal_std,input_std,original_first_post_mse,mean_gate_first_post_mse,mean_gate_relative_change
dmc:reacher.hard.occ,hacsmv4_noaux,0,2,32,0.5969350934028625,0.9021140933036804,0.1391667127609253,0.7629473805427551,1.0,0.37376806139945984,0.024043738842010498,0.8719156384468079,1.4144980907440186,0.6222878098487854
dmc:reacher.hard.occ,hacsmv4_noaux,1,0,2,0.5458003282546997,0.8466002345085144,0.0946006253361702,0.7519996166229248,1.0,0.36840566992759705,0.027541615068912506,0.8574007153511047,1.3939151763916016,0.6257452964782715
dmc:reacher.hard.occ,hacsmv4_noaux,1,1,8,0.5887159109115601,0.892972469329834,0.13233119249343872,0.7606412768363953,1.0,0.3726379871368408,0.022252511233091354,0.8574007153511047,1.3939151763916016,0.6257452964782715
dmc:reacher.hard.occ,hacsmv4_noaux,1,2,32,0.6010087728500366,0.9026746153831482,0.14851027727127075,0.7541643381118774,1.0,0.36946508288383484,0.021994832903146744,0.8574007153511047,1.3939151763916016,0.6257452964782715
dmc:reacher.hard.occ,hacsmv4_noaux,2,0,2,0.5461269617080688,0.8457767367362976,0.0966523215174675,0.7491244077682495,1.0,0.3669978976249695,0.02898344025015831,0.8786295056343079,1.4468536376953125,0.6467164158821106
dmc:reacher.hard.occ,hacsmv4_noaux,2,1,8,0.5892619490623474,0.8922061324119568,0.134845569729805,0.757360577583313,1.0,0.37103065848350525,0.02405266836285591,0.8786295056343079,1.4468536376953125,0.6467164158821106
dmc:reacher.hard.occ,hacsmv4_noaux,2,2,32,0.600965142250061,0.9011988043785095,0.1506146788597107,0.7505841255187988,1.0,0.36771082878112793,0.024101166054606438,0.8786295056343079,1.4468536376953125,0.6467164158821106
dmc:reacher.hard.occ,hacsmv4_single,0,0,2,0.5336935520172119,0.8317960500717163,0.08653971552848816,0.7452563047409058,1.0,0.36510464549064636,0.031900737434625626,0.8941507339477539,1.00118887424469,0.11970928311347961
dmc:reacher.hard.occ,hacsmv4_single,0,1,8,0.6012880802154541,0.9023871421813965,0.14963938295841217,0.7527477741241455,1.0,0.3687712550163269,0.024926818907260895,0.8941507339477539,1.00118887424469,0.11970928311347961
dmc:reacher.hard.occ,hacsmv4_single,0,2,32,0.6370302438735962,0.9271913170814514,0.20178891718387604,0.7254024147987366,1.0,0.35537415742874146,0.023444166406989098,0.8941507339477539,1.00118887424469,0.11970928311347961
dmc:reacher.hard.occ,hacsmv4_single,1,0,2,0.5336017608642578,0.8309686779975891,0.08755138516426086,0.7434172630310059,1.0,0.36420413851737976,0.031186185777187347,0.8829328417778015,1.0115231275558472,0.14563994109630585
dmc:reacher.hard.occ,hacsmv4_single,1,1,8,0.6023859977722168,0.9025130271911621,0.15219555795192719,0.7503174543380737,1.0,0.36758074164390564,0.02423926629126072,0.8829328417778015,1.0115231275558472,0.14563994109630585
dmc:reacher.hard.occ,hacsmv4_single,1,2,32,0.6377202868461609,0.9268571138381958,0.20401489734649658,0.7228422164916992,1.0,0.35412001609802246,0.02277699112892151,0.8829328417778015,1.0115231275558472,0.14563994109630585
dmc:reacher.hard.occ,hacsmv4_single,2,0,2,0.5337377190589905,0.8327558040618896,0.0852106586098671,0.7475451231002808,1.0,0.36622604727745056,0.03206919878721237,0.8975134491920471,0.9824533462524414,0.0946391373872757
dmc:reacher.hard.occ,hacsmv4_single,2,1,8,0.6006982922554016,0.9029582738876343,0.14730827510356903,0.755649983882904,1.0,0.3701929748058319,0.025064026936888695,0.8975134491920471,0.9824533462524414,0.0946391373872757
dmc:reacher.hard.occ,hacsmv4_single,2,2,32,0.6355662941932678,0.9272617101669312,0.19802311062812805,0.7292386293411255,1.0,0.35725343227386475,0.023574938997626305,0.8975134491920471,0.9824533462524414,0.0946391373872757
dmc:reacher.hard.occ,hacsmv4,0,0,2,0.5312469601631165,0.8321632742881775,0.07987258583307266,0.752290666103363,1.0,0.3685484528541565,0.032083623111248016,0.874364972114563,1.2115076780319214,0.3855857849121094
dmc:reacher.hard.occ,hacsmv4,0,1,8,0.5980506539344788,0.9043706655502319,0.13857075572013855,0.765799880027771,1.0,0.3751647174358368,0.02474883943796158,0.874364972114563,1.2115076780319214,0.3855857849121094
dmc:reacher.hard.occ,hacsmv4,0,2,32,0.6122365593910217,0.9147002696990967,0.15854115784168243,0.7561591267585754,1.0,0.37044191360473633,0.024537639692425728,0.874364972114563,1.2115076780319214,0.3855857849121094
dmc:reacher.hard.occ,hacsmv4,1,0,2,0.5318005681037903,0.8318158388137817,0.08177734911441803,0.7500385046005249,1.0,0.36744552850723267,0.031240107491612434,0.8606797456741333,1.189508080482483,0.3820565640926361
dmc:reacher.hard.occ,hacsmv4,1,1,8,0.5992223024368286,0.9042468070983887,0.14168567955493927,0.7625611424446106,1.0,0.3735780417919159,0.023938190191984177,0.8606797456741333,1.189508080482483,0.3820565640926361
dmc:reacher.hard.occ,hacsmv4,1,2,32,0.6132383942604065,0.9143949151039124,0.1615035980939865,0.7528913021087646,1.0,0.36884087324142456,0.023731904104351997,0.8606797456741333,1.189508080482483,0.3820565640926361
dmc:reacher.hard.occ,hacsmv4,2,0,2,0.5314047336578369,0.8321474194526672,0.08029071241617203,0.7518566846847534,1.0,0.3683364689350128,0.03230570629239082,0.8807066082954407,1.1214663982391357,0.273371160030365
dmc:reacher.hard.occ,hacsmv4,2,1,8,0.5995949506759644,0.9054961204528809,0.1407431662082672,0.764752984046936,1.0,0.3746517300605774,0.024919888004660606,0.8807066082954407,1.1214663982391357,0.273371160030365
dmc:reacher.hard.occ,hacsmv4,2,2,32,0.6117091774940491,0.9140904545783997,0.15813739597797394,0.7559530735015869,1.0,0.3703407347202301,0.024807725101709366,0.8807066082954407,1.1214663982391357,0.273371160030365
dmc:ball_in_cup.catch.occ,hacsmv4_static,0,0,2,0.8658975958824158,0.865897536277771,0.8658974766731262,5.960464477539063e-08,0.5,5.960464477539063e-08,3.5762786865234375e-07,0.9702358245849609,0.9702359437942505,1.2286629669233662e-07
dmc:ball_in_cup.catch.occ,hacsmv4_static,0,1,8,0.8723030686378479,0.8723030686378479,0.8723030686378479,0.0,0.5,5.960464477539063e-08,1.7285346984863281e-06,0.9702358245849609,0.9702359437942505,1.2286629669233662e-07
dmc:ball_in_cup.catch.occ,hacsmv4_static,0,2,32,0.8894606828689575,0.8894606232643127,0.889460563659668,5.960464477539063e-08,0.5,5.960464477539063e-08,8.940696716308594e-07,0.9702358245849609,0.9702359437942505,1.2286629669233662e-07
dmc:ball_in_cup.catch.occ,hacsmv4_static,1,0,2,0.8666042685508728,0.8666042685508728,0.8666041493415833,1.1920928955078125e-07,0.5,0.0,1.6093254089355469e-06,0.9993216395378113,0.9993215203285217,-1.192902061575296e-07
