env,design,seed,condition,original_first_post_mse,intervention_first_post_mse,relative_change,changed_action_fraction
dmc:cheetah.run.occ,ssm,2,cross_episode_early_blackout,0.6526097655296326,0.6526097655296326,0.0,0.08473118394613266
dmc:cheetah.run.occ,hacsmv4_static,0,zero_early_blackout,0.616036057472229,0.7286748886108398,0.18284454941749573,0.09677419066429138
dmc:cheetah.run.occ,hacsmv4_static,0,zero_full_gap,0.616036057472229,0.7664160132408142,0.24410901963710785,0.19354838132858276
dmc:cheetah.run.occ,hacsmv4_static,0,cross_episode_early_blackout,0.616036057472229,0.775753915309906,0.25926706194877625,0.08473118394613266
dmc:cheetah.run.occ,hacsmv4_static,1,zero_early_blackout,0.6291446089744568,0.725912868976593,0.15380924940109253,0.09677419066429138
dmc:cheetah.run.occ,hacsmv4_static,1,zero_full_gap,0.6291446089744568,0.7696189284324646,0.22327826917171478,0.19354838132858276
dmc:cheetah.run.occ,hacsmv4_static,1,cross_episode_early_blackout,0.6291446089744568,0.7824568748474121,0.24368366599082947,0.08473118394613266
dmc:cheetah.run.occ,hacsmv4_static,2,zero_early_blackout,0.5698558688163757,0.6752493381500244,0.18494759500026703,0.09677419066429138
dmc:cheetah.run.occ,hacsmv4_static,2,zero_full_gap,0.5698558688163757,0.720471978187561,0.26430562138557434,0.19354838132858276
dmc:cheetah.run.occ,hacsmv4_static,2,cross_episode_early_blackout,0.5698558688163757,0.7596032023429871,0.33297425508499146,0.08473118394613266
dmc:cheetah.run.occ,hacsmv4_noaction,0,zero_early_blackout,0.7786421775817871,0.7786421775817871,0.0,0.09677419066429138
dmc:cheetah.run.occ,hacsmv4_noaction,0,zero_full_gap,0.7786421775817871,0.7786421775817871,0.0,0.19354838132858276
dmc:cheetah.run.occ,hacsmv4_noaction,0,cross_episode_early_blackout,0.7786421775817871,0.7786421775817871,0.0,0.08473118394613266
dmc:cheetah.run.occ,hacsmv4_noaction,1,zero_early_blackout,0.7958307266235352,0.7958307266235352,0.0,0.09677419066429138
dmc:cheetah.run.occ,hacsmv4_noaction,1,zero_full_gap,0.7958307266235352,0.7958307266235352,0.0,0.19354838132858276
dmc:cheetah.run.occ,hacsmv4_noaction,1,cross_episode_early_blackout,0.7958307266235352,0.7958307266235352,0.0,0.08473118394613266
dmc:cheetah.run.occ,hacsmv4_noaction,2,zero_early_blackout,0.8066038489341736,0.8066038489341736,0.0,0.09677419066429138
dmc:cheetah.run.occ,hacsmv4_noaction,2,zero_full_gap,0.8066038489341736,0.8066038489341736,0.0,0.19354838132858276
dmc:cheetah.run.occ,hacsmv4_noaction,2,cross_episode_early_blackout,0.8066038489341736,0.8066038489341736,0.0,0.08473118394613266
dmc:cheetah.run.occ,hacsmv4_noaux,0,zero_early_blackout,0.5849073529243469,0.7526931762695312,0.28685879707336426,0.09677419066429138
dmc:cheetah.run.occ,hacsmv4_noaux,0,zero_full_gap,0.5849073529243469,0.8181991577148438,0.3988525867462158,0.19354838132858276
dmc:cheetah.run.occ,hacsmv4_noaux,0,cross_episode_early_blackout,0.5849073529243469,0.8243754506111145,0.4094120264053345,0.08473118394613266
dmc:cheetah.run.occ,hacsmv4_noaux,1,zero_early_blackout,0.573665976524353,0.7307862639427185,0.27388811111450195,0.09677419066429138
dmc:cheetah.run.occ,hacsmv4_noaux,1,zero_full_gap,0.573665976524353,0.8086963295936584,0.4096989631652832,0.19354838132858276
dmc:cheetah.run.occ,hacsmv4_noaux,1,cross_episode_early_blackout,0.573665976524353,0.7955757975578308,0.38682758808135986,0.08473118394613266
dmc:cheetah.run.occ,hacsmv4_noaux,2,zero_early_blackout,0.603327214717865,0.7591939568519592,0.25834527611732483,0.09677419066429138
dmc:cheetah.run.occ,hacsmv4_noaux,2,zero_full_gap,0.603327214717865,0.8344650268554688,0.38310521841049194,0.19354838132858276
dmc:cheetah.run.occ,hacsmv4_noaux,2,cross_episode_early_blackout,0.603327214717865,0.8309426307678223,0.37726694345474243,0.08473118394613266
dmc:cheetah.run.occ,hacsmv4_single,0,zero_early_blackout,0.6196985840797424,0.7501574754714966,0.2105199098587036,0.09677419066429138
