run,env,design,seed,val_pred_loss,clean_mse_pre,clean_mse_blackout_transition,clean_mse_deep_blackout,clean_mse_first_post,clean_mse_recovery,clean_mse_late_post,clean_mse_all,clean_mse_first_post_ablated,clean_input_mse_first_post,last_visible_mse_first_post,constant_mse_first_post,persistence_mse_first_post,trainable_parameters,val_hier_loss,val_hier_loss_fast,val_hier_loss_medium,val_hier_loss_slow,val_hier_loss_h1,val_hier_loss_h2,val_hier_loss_h4,val_hier_loss_h8,val_hier_loss_h16
lewm-dmc:ball_in_cup.catch.occ-none-s2,dmc:ball_in_cup.catch.occ,none,2,0.9358271074295044,0.6019449234008789,1.047231912612915,1.2496066093444824,1.1569595336914062,0.7960585355758667,0.7288682460784912,0.8044307231903076,1.1569595336914062,0.7382649779319763,2.2903213500976562,1.2641915082931519,16.771806716918945,849280,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-smtv3-s0,dmc:ball_in_cup.catch.occ,smtv3,0,0.9442407592137655,0.6208637952804565,0.9153035283088684,1.3215078115463257,1.1609758138656616,0.8101028203964233,0.73887699842453,0.8083814382553101,2.296799659729004,0.7450758814811707,2.2903213500976562,1.2641915082931519,16.771806716918945,833159,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-smtv3-s1,dmc:ball_in_cup.catch.occ,smtv3,1,0.9691938575108846,0.629307210445404,0.8880181908607483,1.3463239669799805,1.2097129821777344,0.7999136447906494,0.7342175245285034,0.8090532422065735,2.6177666187286377,0.7280448079109192,2.2903213500976562,1.2641915082931519,16.771806716918945,833159,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-smtv3-s2,dmc:ball_in_cup.catch.occ,smtv3,2,0.9325969076156616,0.6228134036064148,0.8312850594520569,1.3617429733276367,1.142981767654419,0.8057308197021484,0.7305183410644531,0.7996538281440735,2.324744462966919,0.7261353731155396,2.2903213500976562,1.2641915082931519,16.771806716918945,833159,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-ssm-s0,dmc:ball_in_cup.catch.occ,ssm,0,0.8288770071665446,0.605799674987793,0.8986188769340515,1.0488492250442505,0.9605134129524231,0.7359508275985718,0.7202708125114441,0.7544461488723755,1.9117714166641235,0.6861554980278015,2.2903213500976562,1.2641915082931519,16.771806716918945,849536,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-ssm-s1,dmc:ball_in_cup.catch.occ,ssm,1,0.8639159059524536,0.6226214170455933,0.8250374794006348,1.0758570432662964,1.0210813283920288,0.7632218599319458,0.7191835641860962,0.7571704983711243,1.6932886838912964,0.6833628416061401,2.2903213500976562,1.2641915082931519,16.771806716918945,849536,,,,,,,,,
lewm-dmc:ball_in_cup.catch.occ-ssm-s2,dmc:ball_in_cup.catch.occ,ssm,2,0.8252418327331543,0.6077770590782166,0.8045809268951416,0.9743828773498535,0.9510732293128967,0.773591935634613,0.7179804444313049,0.7387356758117676,1.5792969465255737,0.6963141560554504,2.2903213500976562,1.2641915082931519,16.771806716918945,849536,,,,,,,,,
lewm-dmc:cheetah.run.occ-hacsmv4-s0,dmc:cheetah.run.occ,hacsmv4,0,0.4010067550341288,0.1513655036687851,0.3786548674106598,0.6104848384857178,0.6152200102806091,0.1934720277786255,0.17188678681850433,0.2504713833332062,1.0652968883514404,0.16361407935619354,1.0144654512405396,0.6891944408416748,13.852587699890137,851078,0.6782385921478271,0.5574189607302348,0.6825518067677816,0.7947449580828349,0.5281872248649597,0.586650722026825,0.6606973965962728,0.7044061915079752,0.7947449580828349
lewm-dmc:cheetah.run.occ-hacsmv4-s1,dmc:cheetah.run.occ,hacsmv4,1,0.38934316317240397,0.15323123335838318,0.4142751693725586,0.6024153232574463,0.5909488797187805,0.1942180097103119,0.1743045151233673,0.25407013297080994,1.158586025238037,0.1645917445421219,1.0144654512405396,0.6891944408416748,13.852587699890137,851078,0.6797537080446879,0.5582871182759603,0.6833462969462076,0.7976276071866354,0.5289658562342325,0.5876083461443583,0.6613277928034464,0.7053647756576538,0.7976276071866354
lewm-dmc:cheetah.run.occ-hacsmv4-s2,dmc:cheetah.run.occ,hacsmv4,2,0.40039259910583497,0.1500365436077118,0.38774266839027405,0.6072140336036682,0.613538384437561,0.19552022218704224,0.17321862280368805,0.2514326572418213,1.1067413091659546,0.16206450760364532,1.0144654512405396,0.6891944408416748,13.852587699890137,851078,0.6800875194867452,0.5579358394940694,0.6835771497090658,0.7987494929631551,0.5284633874893189,0.5874083169301351,0.6614892896016439,0.705665001074473,0.7987494929631551
